r (mm),uz_root1 (km/s),cbt_root1 (m),uz0_root1 (m/s),uz_root2 (km/s),cbt_root2 (m),uz0_root2 (m/s),uz_root3 (km/s),cbt_root3 (m),uz0_root3 (m/s),uz_root4 (km/s),cbt_root4 (m),uz0_root4 (m/s)
-17.501877955017463,62.29643949214923,0.0360501947935335,(-1344956.134320978+2486909.763581818j),62.29643949214923,0.0360501947935335,(-1344956.134320978-2486909.763581818j),63.25846284862678,0.032461244401182844,(2682876.7309558587+0j),63.25846284862678,2.2323295815232774e-07,(7035.53768609912+0j)
-17.484182999184554,62.17997190426235,0.0360501947935335,(-1344956.134320978+2486909.763581818j),62.17997190426235,0.0360501947935335,(-1344956.134320978-2486909.763581818j),63.124219633507124,0.032461244401182844,(2682876.7309558587+0j),63.25844455886761,2.2323295815232774e-07,(7035.53768609912+0j)
-17.466488043351646,62.06452464671813,0.0360501947935335,(-1344956.134320978+2486909.763581818j),62.06452464671813,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.99113285186529,0.032461244401182844,(2682876.7309558587+0j),63.25842589207357,2.2323295815232774e-07,(7035.53768609912+0j)
-17.44879308751874,61.950100743442015,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.950100743442015,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.859206314973434,0.032461244401182844,(2682876.7309558587+0j),63.25840683646463,2.2323295815232774e-07,(7035.53768609912+0j)
-17.431098131685832,61.836703227014404,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.836703227014404,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.72844384618251,0.032461244401182844,(2682876.7309558587+0j),63.258387379764876,2.2323295815232774e-07,(7035.53768609912+0j)
-17.413403175852924,61.72433513869785,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.72433513869785,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.59884928096442,0.032461244401182844,(2682876.7309558587+0j),63.25836750917612,2.2323295815232774e-07,(7035.53768609912+0j)
-17.395708220020015,61.61299952846456,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.61299952846456,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.47042646695435,0.032461244401182844,(2682876.7309558587+0j),63.25834721134981,2.2323295815232774e-07,(7035.53768609912+0j)
-17.378013264187107,61.50269945502381,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.50269945502381,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.343179263993186,0.032461244401182844,(2682876.7309558587+0j),63.258326472357155,2.2323295815232774e-07,(7035.53768609912+0j)
-17.3603183083542,61.39343798584958,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.39343798584958,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.21711154417025,0.032461244401182844,(2682876.7309558587+0j),63.25830527765723,2.2323295815232774e-07,(7035.53768609912+0j)
-17.34262335252129,61.28521819720826,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.28521819720826,0.0360501947935335,(-1344956.134320978-2486909.763581818j),62.09222719186608,0.032461244401182844,(2682876.7309558587+0j),63.258283612063,2.2323295815232774e-07,(7035.53768609912+0j)
-17.32492839668838,61.17804317418641,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.17804317418641,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.96853010379539,0.032461244401182844,(2682876.7309558587+0j),63.25826145970498,2.2323295815232774e-07,(7035.53768609912+0j)
-17.307233440855477,61.07191601071867,0.0360501947935335,(-1344956.134320978+2486909.763581818j),61.07191601071867,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.84602418905028,0.032461244401182844,(2682876.7309558587+0j),63.25823880399253,2.2323295815232774e-07,(7035.53768609912+0j)
-17.289538485022565,60.96683980961573,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.96683980961573,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.72471336914352,0.032461244401182844,(2682876.7309558587+0j),63.258215627572376,2.2323295815232774e-07,(7035.53768609912+0j)
-17.271843529189656,60.86281768259243,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.86281768259243,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.604601578052055,0.032461244401182844,(2682876.7309558587+0j),63.25819191228428,2.2323295815232774e-07,(7035.53768609912+0j)
-17.254148573356748,60.759852750295956,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.759852750295956,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.48569276226067,0.032461244401182844,(2682876.7309558587+0j),63.25816763911363,2.2323295815232774e-07,(7035.53768609912+0j)
-17.23645361752384,60.65794814233411,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.65794814233411,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.36799088080583,0.032461244401182844,(2682876.7309558587+0j),63.25814278814051,2.2323295815232774e-07,(7035.53768609912+0j)
-17.21875866169093,60.5571069973037,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.5571069973037,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.25149990531967,0.032461244401182844,(2682876.7309558587+0j),63.258117338485256,2.2323295815232774e-07,(7035.53768609912+0j)
-17.201063705858022,60.45733246281906,0.0360501947935335,(-1344956.134320978+2486909.763581818j),60.45733246281906,0.0360501947935335,(-1344956.134320978-2486909.763581818j),61.13622382007423,0.032461244401182844,(2682876.7309558587+0j),63.25809126824995,2.2323295815232774e-07,(7035.53768609912+0j)
