r (mm),uz_root1 (km/s),cbt_root1 (m),uz0_root1 (m/s),uz_root2 (km/s),cbt_root2 (m),uz0_root2 (m/s),uz_root3 (km/s),cbt_root3 (m),uz0_root3 (m/s),uz_root4 (km/s),cbt_root4 (m),uz0_root4 (m/s)
-23.73050240820114,56.80120086324392,0.0257013115806687,(-1112262.120773224+2112292.55609473j),56.80120086324392,0.0257013115806687,(-1112262.120773224-2112292.55609473j),59.03821588247815,0.022077661881633376,(2212558.057835529+0j),59.03821588247814,6.457658270092051e-07,(11966.183710920754+0j)
-23.71280745236823,56.618112459444895,0.0257013115806687,(-1112262.120773224+2112292.55609473j),56.618112459444895,0.0257013115806687,(-1112262.120773224-2112292.55609473j),58.81529367497504,0.022077661881633376,(2212558.057835529+0j),59.03812596019506,6.457658270092051e-07,(11966.183710920754+0j)
-23.695112496535323,56.43653182313331,0.0257013115806687,(-1112262.120773224+2112292.55609473j),56.43653182313331,0.0257013115806687,(-1112262.120773224-2112292.55609473j),58.59414216563445,0.022077661881633376,(2212558.057835529+0j),59.03803418489021,6.457658270092051e-07,(11966.183710920754+0j)
-23.677417540702415,56.25646525665056,0.0257013115806687,(-1112262.120773224+2112292.55609473j),56.25646525665056,0.0257013115806687,(-1112262.120773224-2112292.55609473j),58.374770004996336,0.022077661881633376,(2212558.057835529+0j),59.03794049868969,6.457658270092051e-07,(11966.183710920754+0j)
-23.65972258486951,56.07791908737435,0.0257013115806687,(-1112262.120773224+2112292.55609473j),56.07791908737435,0.0257013115806687,(-1112262.120773224-2112292.55609473j),58.15718588337535,0.022077661881633376,(2212558.057835529+0j),59.03784484128419,6.457658270092051e-07,(11966.183710920754+0j)
-23.6420276290366,55.900899667828014,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.900899667828014,0.0257013115806687,(-1112262.120773224-2112292.55609473j),57.94139853106131,0.022077661881633376,(2212558.057835529+0j),59.03774714979953,6.457658270092051e-07,(11966.183710920754+0j)
-23.624332673203693,55.7254133757902,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.7254133757902,0.0257013115806687,(-1112262.120773224-2112292.55609473j),57.72741671852079,0.022077661881633376,(2212558.057835529+0j),59.03764735865885,6.457658270092051e-07,(11966.183710920754+0j)
-23.606637717370784,55.55146661440521,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.55146661440521,0.0257013115806687,(-1112262.120773224-2112292.55609473j),57.51524925659982,0.022077661881633376,(2212558.057835529+0j),59.03754539943586,6.457658270092051e-07,(11966.183710920754+0j)
-23.588942761537876,55.37906581229389,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.37906581229389,0.0257013115806687,(-1112262.120773224-2112292.55609473j),57.304904996727814,0.022077661881633376,(2212558.057835529+0j),59.037441200698275,6.457658270092051e-07,(11966.183710920754+0j)
-23.571247805704967,55.208217423665005,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.208217423665005,0.0257013115806687,(-1112262.120773224-2112292.55609473j),57.0963928311225,0.022077661881633376,(2212558.057835529+0j),59.03733468784101,6.457658270092051e-07,(11966.183710920754+0j)
-23.55355284987206,55.03892792842714,0.0257013115806687,(-1112262.120773224+2112292.55609473j),55.03892792842714,0.0257013115806687,(-1112262.120773224-2112292.55609473j),56.889721692996176,0.022077661881633376,(2212558.057835529+0j),59.037225782907996,6.457658270092051e-07,(11966.183710920754+0j)
-23.53585789403915,54.87120383230125,0.0257013115806687,(-1112262.120773224+2112292.55609473j),54.87120383230125,0.0257013115806687,(-1112262.120773224-2112292.55609473j),56.68490055676303,0.022077661881633376,(2212558.057835529+0j),59.037114404401905,6.457658270092051e-07,(11966.183710920754+0j)
-23.518162938206242,54.70505166693365,0.0257013115806687,(-1112262.120773224+2112292.55609473j),54.70505166693365,0.0257013115806687,(-1112262.120773224-2112292.55609473j),56.48193843824764,0.022077661881633376,(2212558.057835529+0j),59.037000467080745,6.457658270092051e-07,(11966.183710920754+0j)
-23.500467982373333,54.540477990009656,0.0257013115806687,(-1112262.120773224+2112292.55609473j),54.540477990009656,0.0257013115806687,(-1112262.120773224-2112292.55609473j),56.28084439489472,0.022077661881633376,(2212558.057835529+0j),59.036883881740344,6.457658270092051e-07,(11966.183710920754+0j)
-23.482773026540425,54.37748938536771,0.0257013115806687,(-1112262.120773224+2112292.55609473j),54.37748938536771,0.0257013115806687,(-1112262.120773224-2112292.55609473j),56.08162752598,0.022077661881633376,(2212558.057835529+0j),59.03676455498136,6.457658270092051e-07,(11966.183710920754+0j)
