p0 [Pa],cbt [m],n0 [m^-3],uz0 [m/s],u0 [m/s],rp [m],Tp [K],rrmse
1038.1036526015998,0.026598885682256882,4e+19,2397057.1622772487,2336.6923389930867,0.01895726369053996,3239589.5833333335,0.1619464347804021
1061.9734970483244,0.02689440767084642,4e+19,2419308.625588112,2336.6923389930867,0.01895726369053996,3287941.666666667,0.1630775286528622
1085.9058587647323,0.02718650552252879,4e+19,2441443.8959286856,2336.6923389930867,0.01895726369053996,3336293.75,0.1641757931158855
1109.899641912024,0.027475282326972657,4e+19,2463465.290832189,2336.6923389930867,0.01895726369053996,3384645.8333333335,0.16524278966508194
1133.9537811030464,0.027760836019345744,4e+19,2485375.0488658245,2336.6923389930867,0.01895726369053996,3432997.916666667,0.16627997744419723
1158.0672403212093,0.028043259745371408,4e+19,2507175.3334012977,2336.6923389930867,0.01895726369053996,3481350.0,0.1672887217496518
765.2303937955394,0.021846062231945768,4.375e+19,1883118.196744906,2336.6923389930867,0.01895726369053996,2320900.0,0.1404867875090938
792.5417637352498,0.022241114475945976,4.375e+19,1907369.2919747196,2336.6923389930867,0.01895726369053996,2369252.0833333335,0.142542027832104
819.9602085613277,0.02262915978978697,4.375e+19,1931443.7767868682,2336.6923389930867,0.01895726369053996,2417604.1666666665,0.14450657964467206
847.4833956137005,0.023010534362621668,4.375e+19,1955346.521198509,2336.6923389930867,0.01895726369053996,2465956.25,0.14638696544970084
875.1090691953289,0.02338554693201092,4.375e+19,1979082.1672766034,2336.6923389930867,0.01895726369053996,2514308.3333333335,0.14818906439094362
902.8350461825587,0.023754481974713346,4.375e+19,2002655.1440046988,2336.6923389930867,0.01895726369053996,2562660.4166666665,0.14991819216989105
930.6592124217974,0.02411760242058296,4.375e+19,2026069.6809172232,2336.6923389930867,0.01895726369053996,2611012.5,0.15157916910014846
958.5795196676589,0.02447515197555055,4.375e+19,2049329.8206244998,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.15317637832810577
986.5939828975635,0.024827357121729565,4.375e+19,2072439.4303372204,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.15471381585969857
1014.7006778922677,0.025174428848967038,4.375e+19,2095402.212486814,2336.6923389930867,0.01895726369053996,2756068.75,0.15619513372594593
1042.897739007836,0.025516564161548967,4.375e+19,2118221.71452724,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.1576236773759751
1071.1833570895046,0.025853947395500974,4.375e+19,2140901.337994375,2336.6923389930867,0.01895726369053996,2852772.916666667,0.15900251819155048
1099.5557774945087,0.026186751375421688,4.375e+19,2163444.3468908337,2336.6923389930867,0.01895726369053996,2901125.0,0.16033448186086824
1128.0132982021064,0.026515138434631647,4.375e+19,2185853.8754569227,2336.6923389930867,0.01895726369053996,2949477.0833333335,0.16162217322330114
1156.554267996653,0.02683926131830787,4.375e+19,2208132.9353819634,2336.6923389930867,0.01895726369053996,2997829.166666667,0.16286799809461003
1185.1770847146024,0.027159263985965673,4.375e+19,2230284.4225047063,2336.6923389930867,0.01895726369053996,3046181.25,0.16407418249885541
1213.8801935495567,0.027475282326972654,4.375e+19,2252311.123046571,2336.6923389930867,0.01895726369053996,3094533.3333333335,0.1652427896650819
1242.662085411765,0.027787444800602582,4.375e+19,2274215.719417093,2336.6923389930867,0.01895726369053996,3142885.416666667,0.16637573509082504
1271.521295339569,0.02809587301035065,4.375e+19,2296000.7956270482,2336.6923389930867,0.01895726369053996,3191237.5,0.16747479992817133
1300.4564009615128,0.028400682220763442,4.375e+19,2317668.8423413974,2336.6923389930867,0.01895726369053996,3239589.5833333335,0.16854164290972756
1329.4660210078273,0.028701981823819774,4.375e+19,2339222.2616009377,2336.6923389930867,0.01895726369053996,3287941.666666667,0.16957781099986619
1358.5488138706921,0.02899987576088699,4.375e+19,2360663.3712390037,2336.6923389930867,0.01895726369053996,3336293.75,0.17058474892988762
1387.7034762125168,0.029294462905432823,4.375e+19,2381994.409017113,2336.6923389930867,0.01895726369053996,3384645.8333333335,0.17156380775331845
1416.9287416214495,0.029585837410958528,4.375e+19,2403217.536501033,2336.6923389930867,0.01895726369053996,3432997.916666667,0.1725162525386207
1446.2233793135842,0.02987408902802677,4.375e+19,2424334.8426972064,2336.6923389930867,0.01895726369053996,3481350.0,0.17344326930069667
953.4364295772286,0.023428013409779607,4.75e+19,1825327.712518713,2336.6923389930867,0.01895726369053996,2320900.0,0.14839027745649033
986.1442871998157,0.023827563169765798,4.75e+19,1848875.5476514937,2336.6923389930867,0.01895726369053996,2369252.0833333335,0.1502556934071653
1018.9766709020604,0.024220317683054892,4.75e+19,1872252.2530739305,2336.6923389930867,0.01895726369053996,2417604.1666666665,0.15204183988820882
1051.9308273298584,0.024606583328273632,4.75e+19,1895462.542994477,2336.6923389930867,0.01895726369053996,2465956.25,0.1537542020319903
1085.004087281457,0.024986643263435526,4.75e+19,1918510.9111058076,2336.6923389930867,0.01895726369053996,2514308.3333333335,0.155397744803094
1118.1938635531033,0.02536075992240506,4.75e+19,1941401.6449600575,2336.6923389930867,0.01895726369053996,2562660.4166666665,0.1569769751486298
1151.4976487669378,0.025729177165505764,4.75e+19,1964138.8391527273,2336.6923389930867,0.01895726369053996,2611012.5,0.15849599525801492
1184.9130131679342,0.026092122142312248,4.75e+19,1986726.407434365,2336.6923389930867,0.01895726369053996,2659364.5833333335,0.15995854840271573
1218.4376023903103,0.026449806913354083,4.75e+19,2009168.0938550625,2336.6923389930867,0.01895726369053996,2707716.6666666665,0.16136805855240888
1252.0691352010738,0.026802429868626815,4.75e+19,2031467.4830349574,2336.6923389930867,0.01895726369053996,2756068.75,0.1627276647462747
1285.8054012317107,0.027150176973864532,4.75e+19,2053628.0096434497,2336.6923389930867,0.01895726369053996,2804420.8333333335,0.16404025102429673
1319.6442587101958,0.02749322287002795,4.75e+19,2075652.9671606424,2336.6923389930867,0.01895726369053996,2852772.916666667,0.16530847258382161
1353.5836322051089,0.027831731847064882,4.75e+19,2097545.5159866977,2336.6923389930867,0.01895726369053996,2901125.0,0.16653477871382125
1387.6215103927607,0.028165858709468833,4.75e+19,2119308.690957677,2336.6923389930867,0.01895726369053996,2949477.0833333335,0.16772143296777284
1421.7559438567932,0.0284957495483031,4.75e+19,2140945.4083203077,2336.6923389930867,0.01895726369053996,2997829.166666667,0.1688705309613964
1455.9850429282965,0.02882154243202381,4.75e+19,2162458.4722127984,2336.6923389930867,0.01895726369053996,3046181.25,0.16998401612019468
1490.3069755730826,0.02914336802653478,4.75e+19,2183850.580693962,2336.6923389930867,0.01895726369053996,3094533.3333333335,0.1710636936513981
1524.719965331153,0.02946135015332552,4.75e+19,2205124.3313586735,2336.6923389930867,0.01895726369053996,3142885.416666667,0.17211124297308325
1559.2222893125677,0.029775606293252897,4.75e+19,2226282.2265740065,2336.6923389930867,0.01895726369053996,3191237.5,0.17312822879870554
1593.812276252483,0.03008624804243433,4.75e+19,2247326.678367082,2336.6923389930867,0.01895726369053996,3239589.5833333335,0.17411611104626654
1628.4883046273794,0.030393381525819416,4.75e+19,2268260.0129925655,2336.6923389930867,0.01895726369053996,3287941.666666667,0.17507625371719288
